Date,Open,High,Low,Close,Volume,Simple_Return,Log_Return,Cumulative_Return,Volatility_20,MA_20,Rolling_Sharpe_20,Drawdown
2026-01-01,1472.800048828125,1490.9000244140625,1470.4000244140625,1481.0999755859375,981252,,,,,,,0.0
2026-01-02,1480.0999755859375,1495.0,1478.300048828125,1489.5,1251176,0.005671476978277079,0.00565545470414689,0.005671476978277079,,,,0.0
2026-01-05,1488.0,1496.800048828125,1479.0999755859375,1493.0,790039,0.0023497818059752262,0.002347025385853478,0.00803458551766889,,,,0.0
2026-01-06,1490.0,1493.0,1470.699951171875,1473.199951171875,1675609,-0.013261921519172826,-0.013350646112541512,-0.00533389004407836,,,,-0.013261921519172807
2026-01-07,1473.199951171875,1480.4000244140625,1459.0,1465.300048828125,2124534,-0.005362410131405371,-0.005376839459715645,-0.01066769766947151,,,,-0.018553215788261888
2026-01-08,1468.0,1489.0,1460.300048828125,1465.199951171875,1974347,-6.831205412849428e-05,-6.831438750312958e-05,-0.010735280991259422,,,,-0.018620260434109175
2026-01-09,1463.0,1463.0,1431.0,1435.9000244140625,2280396,-0.019997220675838978,-0.02019987127647875,-0.030517825884099015,,,,-0.038245127653005695
2026-01-12,1435.9000244140625,1447.0999755859375,1403.9000244140625,1443.5,1539180,0.005292830598731202,0.005278872800038525,-0.02538652096801397,,,,-0.03315472203616879
2026-01-13,1443.5,1449.0,1420.0,1428.5999755859375,919873,-0.010322150615907466,-0.010375793471619743,-0.03544662809087573,,,,-0.04313464461759042
2026-01-14,1429.0,1438.9000244140625,1423.0,1430.0,1278819,0.0009799975066415723,0.0009795176225829234,-0.034501368191382054,,,,-0.04219691895512391
2026-01-15,1430.0,1430.0,1430.0,1430.0,0,0.0,0.0,-0.034501368191382054,,,,-0.04219691895512391
2026-01-16,1430.0,1448.0,1416.0999755859375,1421.9000244140625,1556318,-0.005664318591564688,-0.005680421681596572,-0.03997026004166593,,,,-0.04762222075414434
2026-01-19,1421.0,1421.0,1395.5999755859375,1403.0,1130162,-0.013292090927314537,-0.01338122146989544,-0.05273106263811822,,,,-0.06028131279303416
2026-01-20,1409.0,1412.9000244140625,1359.5999755859375,1367.5999755859375,1799611,-0.02523166387317355,-0.025555440189071597,-0.07663223406313147,,,,-0.08399197884398024
2026-01-21,1371.699951171875,1390.4000244140625,1345.0,1378.5999755859375,2141532,0.008043287654554865,0.008011112828846272,-0.06920532151075753,,,,-0.07662426283594273
2026-01-22,1400.0,1421.699951171875,1388.5,1414.199951171875,1689638,0.025823281746981452,0.025495491900874682,-0.04516914827953877,,,,-0.05277967101682853
2026-01-23,1417.0,1417.0,1292.0,1308.4000244140625,6380222,-0.0748125656984654,-0.07775893031940258,-0.1166024941047974,,,,-0.12364365410980409
2026-01-27,1334.300048828125,1368.300048828125,1322.0,1363.9000244140625,3838632,0.042418219936104284,0.041543225509306565,-0.07913034440872868,,,,-0.08647017788743303
2026-01-28,1373.9000244140625,1384.300048828125,1363.699951171875,1381.9000244140625,2938285,0.01319744825705449,0.013111120643449827,-0.06697721477757124,,,,-0.07441391532882619
2026-01-29,1384.9000244140625,1429.0,1371.5999755859375,1417.800048828125,3918681,0.025978742151976153,0.025647027383812526,-0.04273845641835916,,1424.6299987792968,,-0.05036835309569659
2026-01-30,1417.800048828125,1428.5,1407.0,1419.800048828125,2227414,0.0014106361483434693,0.0014096421358554558,-0.04138810868156384,0.02393234350996693,1421.5650024414062,-0.08830933634947695,-0.04902876836696249
2026-02-02,1348.0,1406.0,1348.0,1403.0999755859375,2796673,-0.011762271212746755,-0.011831993996269465,-0.05266356173501541,0.02395301096076748,1417.2450012207032,-0.12473679457532282,-0.0602143499089501
2026-02-03,1477.199951171875,1537.0,1477.199951171875,1530.800048828125,11977119,0.09101281124950455,0.0871064494488128,0.033556190710573475,0.03131377456103838,1419.1350036621093,0.0399233057336286,0.0
2026-02-04,1529.9000244140625,1572.300048828125,1508.5,1567.9000244140625,6632728,0.02423567703328633,0.0239466534889149,0.058605124744388615,0.03150847063105227,1423.8700073242187,0.0988627601771685,0.0
2026-02-05,1568.0,1577.699951171875,1548.5999755859375,1570.199951171875,3285127,0.0014668835525224466,0.0014658087298089041,0.06015797519049215,0.03144850252868713,1429.1150024414062,0.10993041025943023,0.0
2026-02-06,1563.0,1575.5,1527.0,1550.699951171875,4429173,-0.012418800539031216,-0.012496558285092555,0.04699208475673822,0.0316440122225744,1433.3900024414063,0.08961362327248942,-0.012418800539031171
2026-02-09,1575.9000244140625,1583.9000244140625,1554.5,1561.699951171875,1761025,0.007093570868875743,0.007068529845484362,0.05441899730911204,0.031183350664256863,1439.679998779297,0.1346601489831292,-0.005413323311885382
2026-02-10,1565.0,1568.0,1525.0,1554.699951171875,1643366,-0.004482295075150189,-0.004492370678879528,0.04969278023032864,0.031242033743002766,1445.2399963378907,0.1187692357936571,-0.009871354274614521
2026-02-11,1554.699951171875,1559.4000244140625,1539.199951171875,1553.4000244140625,1359416,-0.00083612709760017,-0.0008364768468319708,0.04881510365262276,0.031088099278229614,1451.479998779297,0.13469972113952752,-0.010699227665415695
2026-02-12,1542.0999755859375,1551.0,1532.5,1543.699951171875,1107584,-0.006244414245999752,-0.006263992144863957,0.042265867677954594,0.031169526597561167,1457.1649963378907,0.12272829371307951,-0.01687683150176031
2026-02-13,1543.0,1543.0,1507.0,1519.0,1838361,-0.016000487110933936,-0.016129876961443083,0.025589106096007175,0.031480836752852404,1461.6149963378907,0.09589608404603293,-0.03260728108777697
2026-02-16,1517.5,1545.5,1495.300048828125,1540.0999755859375,1644108,0.013890701504896352,0.013795109916388928,0.03983525823546019,0.031498790859140535,1467.5249938964844,0.12675615279472333,-0.019169517591357217
2026-02-17,1545.0,1576.5,1535.699951171875,1566.300048828125,3168457,0.01701193017175373,0.016868847746638587,0.05752486303868931,0.03134652962387787,1475.6899963378905,0.17562291819453762,-0.002483697914293919
2026-02-18,1565.0,1565.0,1540.0,1550.800048828125,1326139,-0.00989593278222578,-0.009945222976261346,0.04705966807852602,0.03072052519293102,1484.85,0.20460847687277947,-0.01235505218890844
2026-02-19,1550.0,1550.800048828125,1506.699951171875,1513.300048828125,984392,-0.02418106707459622,-0.024478229323567437,0.02174064801361464,0.03147423826816248,1491.5850036621093,0.14809612614364026,-0.036237360917814536
2026-02-20,1513.300048828125,1529.199951171875,1505.199951171875,1511.5,1126987,-0.0011894857398034864,-0.0011901937394587672,0.020525302083024943,0.03110803864336284,1496.4500061035155,0.10694754873367551,-0.037383742833558185
2026-02-23,1511.0,1564.5,1510.800048828125,1555.800048828125,3113728,0.0293086661118922,0.028887378937737573,0.05043553742051432,0.025022347551960686,1508.8200073242188,0.3460604135441561,-0.009170744358387627
2026-02-24,1553.699951171875,1564.0,1536.4000244140625,1555.4000244140625,1360612,-0.0002571181395474298,-0.00025715120008336904,0.0501654513894183,0.023849331831248013,1518.3950073242188,0.2754469245801029,-0.00942550453320737
2026-02-25,1567.0,1584.0,1518.5,1528.699951171875,2153982,-0.017166049134045624,-0.01731509389112556,0.03213825965199035,0.024374704875237487,1525.7350036621094,0.20709643071851414,-0.02642975499332275
2026-02-26,1537.5999755859375,1554.5999755859375,1526.0,1550.5999755859375,1353287,0.014325914249735172,0.014224267973903963,0.046924583853635626,0.023997539955544756,1532.375,0.18655147224576402,-0.012482471147263509
2026-02-27,1545.0,1545.0999755859375,1516.199951171875,1521.0,1596106,-0.019089369309935877,-0.019273923780652416,0.026939453832802718,0.02457539902373362,1537.4349975585938,0.14008310139067726,-0.03133355795556864
2026-03-02,1462.0,1497.300048828125,1430.0,1470.300048828125,4207514,-0.03333330123068701,-0.03390151846604777,-0.0072918283274833184,0.02576408269971226,1540.7950012207032,0.09079003188012731,-0.06362240826029353
2026-03-04,1435.0,1450.5,1409.0,1434.4000244140625,3386838,-0.02441680148393921,-0.02471983448192152,-0.031530586686695394,0.01706551246675628,1535.975,-0.19057103108991852,-0.08648575403181105
2026-03-05,1447.199951171875,1505.5,1447.199951171875,1499.300048828125,3236481,0.045245415023311475,0.04425170475681476,0.012288213856048058,0.019234879047643247,1532.5450012207032,-0.11629601298411547,-0.04515342284327282
2026-03-06,1489.0,1497.800048828125,1470.0,1477.5,2576061,-0.014540150815818498,-0.014646894787885062,-0.0024306094424944025,0.0194082816625808,1527.9100036621094,-0.15676683656252777,-0.05903703608109972
2026-03-09,1405.0,1436.0999755859375,1405.0,1421.300048828125,4874245,-0.03803719199450084,-0.038779490180735544,-0.04037534787896746,0.020913551675830616,1521.440008544922,-0.20832049867332847,-0.0948286249993975
2026-03-10,1450.0,1470.300048828125,1416.5,1424.0999755859375,2706284,0.0019699758401621192,0.0019680379823613764,-0.03848491049866509,0.02079767407725506,1514.560009765625,-0.22174335890469346,-0.09304545925944008
2026-03-11,1425.0,1454.9000244140625,1405.699951171875,1410.800048828125,2212011,-0.009339180525117508,-0.009383064109743787,-0.04746467349714256,0.020824930623915095,1507.3650146484374,-0.23319553215038932,-0.1015156714434912
2026-03-12,1402.5,1418.5999755859375,1375.300048828125,1391.5,2699173,-0.013680215594092493,-0.013774652006189709,-0.06049556212469098,0.020894327708232217,1499.2700134277343,-0.2633819864248846,-0.11380713076605771
2026-03-13,1388.699951171875,1390.0,1354.0,1363.199951171875,2688551,-0.020337800092076863,-0.02054746070964846,-0.07960301556781801,0.021164065968426817,1490.2450134277344,-0.2937697781854006,-0.13183034418356165
