Date,Open,High,Low,Close,Volume
2026-01-01,1615.4000244140625,1639.5999755859375,1614.0999755859375,1629.800048828125,3658165
2026-01-02,1635.9000244140625,1643.5,1627.5,1640.4000244140625,2524526
2026-01-05,1637.0,1637.0,1583.0999755859375,1606.4000244140625,5917885
2026-01-06,1600.0999755859375,1619.9000244140625,1599.0,1612.199951171875,4466729
2026-01-07,1615.0,1642.0,1615.0,1639.0,4508079
2026-01-08,1638.9000244140625,1644.300048828125,1608.5999755859375,1613.300048828125,3942131
2026-01-09,1610.0,1631.300048828125,1607.0,1614.0999755859375,6816681
2026-01-12,1610.0999755859375,1613.300048828125,1592.5999755859375,1595.9000244140625,6985362
2026-01-13,1618.0,1618.0,1586.4000244140625,1599.0,8080618
2026-01-14,1588.0,1617.0,1583.0999755859375,1599.800048828125,7557157
2026-01-15,1599.800048828125,1599.800048828125,1599.800048828125,1599.800048828125,0
2026-01-16,1663.699951171875,1694.0,1653.4000244140625,1689.800048828125,19335957
2026-01-19,1685.0,1685.0,1666.5,1681.199951171875,5104958
2026-01-20,1673.0,1680.199951171875,1652.9000244140625,1658.9000244140625,6406503
2026-01-21,1651.0,1657.0,1631.199951171875,1654.4000244140625,6224582
2026-01-22,1666.0,1671.199951171875,1653.800048828125,1663.5,6228892
2026-01-23,1667.199951171875,1675.699951171875,1662.199951171875,1670.800048828125,5869137
2026-01-27,1685.800048828125,1689.4000244140625,1661.0999755859375,1682.699951171875,10673087
2026-01-28,1680.0,1688.800048828125,1650.0,1666.5,8588664
2026-01-29,1658.0,1666.5,1642.0999755859375,1659.5,4749582
2026-01-30,1655.0,1655.0,1618.0999755859375,1641.0,9207926
2026-02-02,1662.0,1662.0,1618.0,1629.4000244140625,6784887
2026-02-03,1727.199951171875,1728.0,1653.0,1656.0,8805868
2026-02-04,1574.0,1584.9000244140625,1510.0999755859375,1535.800048828125,28828622
2026-02-05,1534.0,1551.0,1515.699951171875,1520.199951171875,10628127
2026-02-06,1522.0999755859375,1525.0,1480.0,1507.0999755859375,13900866
2026-02-09,1522.0999755859375,1528.0,1493.0,1497.199951171875,8294615
2026-02-10,1500.0,1515.9000244140625,1491.0,1497.800048828125,8657000
2026-02-11,1501.199951171875,1505.9000244140625,1469.0,1471.9000244140625,7934411
2026-02-12,1428.9000244140625,1435.699951171875,1380.5,1386.0,26048896
2026-02-13,1293.9000244140625,1377.300048828125,1281.5,1369.0999755859375,45785709
2026-02-16,1373.699951171875,1376.0,1338.300048828125,1365.5999755859375,14621891
2026-02-17,1370.0,1431.0,1367.0,1391.199951171875,25347684
2026-02-18,1390.9000244140625,1401.0,1345.300048828125,1373.699951171875,20241373
2026-02-19,1385.0,1402.0,1363.199951171875,1370.5,14574228
2026-02-20,1359.199951171875,1365.0,1338.199951171875,1353.199951171875,12633552
2026-02-23,1352.0,1352.0,1318.0,1327.5,12887826
2026-02-24,1301.0,1303.5999755859375,1264.0999755859375,1275.5,27839061
2026-02-25,1286.199951171875,1323.5999755859375,1286.199951171875,1290.0999755859375,16669618
2026-02-26,1305.5,1314.0,1286.300048828125,1289.0999755859375,11493914
2026-02-27,1326.300048828125,1335.0,1294.199951171875,1300.0999755859375,23141724
2026-03-02,1291.0,1298.800048828125,1273.0,1288.9000244140625,9700361
2026-03-04,1292.0,1317.0,1292.0,1307.4000244140625,15154950
2026-03-05,1320.0,1320.0,1290.0999755859375,1305.800048828125,10362147
2026-03-06,1303.0,1327.199951171875,1303.0,1308.4000244140625,8724291
2026-03-09,1290.0,1318.0,1282.5,1315.0,10068514
2026-03-10,1320.0,1321.0,1284.0999755859375,1295.5999755859375,9593406
